Exited,PointEarned,Attrition_Status
0,295,Retained
0,666,Retained
0,682,Retained
0,745,Retained
0,747,Retained
0,742,Retained
1,435,Attrited
0,617,Retained
0,928,Retained
0,276,Retained
0,975,Retained
1,480,Attrited
0,408,Retained
0,590,Retained
0,470,Retained
0,550,Retained
0,784,Retained
0,593,Retained
0,834,Retained
1,421,Attrited
1,622,Attrited
0,798,Retained
0,508,Retained
1,507,Attrited
0,320,Retained
0,557,Retained
0,935,Retained
0,631,Retained
0,396,Retained
0,364,Retained
0,645,Retained
1,860,Attrited
0,384,Retained
0,452,Retained
0,241,Retained
0,810,Retained
0,465,Retained
0,856,Retained
1,268,Attrited
0,506,Retained
0,819,Retained
0,495,Retained
1,652,Attrited
0,963,Retained
0,799,Retained
0,302,Retained
0,904,Retained
0,667,Retained
0,621,Retained
0,283,Retained
1,505,Attrited
1,478,Attrited
0,824,Retained
1,709,Attrited
1,966,Attrited
0,239,Retained
0,586,Retained
0,331,Retained
0,691,Retained
0,584,Retained
0,296,Retained
0,663,Retained
0,359,Retained
0,957,Retained
0,563,Retained
1,413,Attrited
0,908,Retained
0,387,Retained
0,691,Retained
0,705,Retained
0,503,Retained
0,392,Retained
0,457,Retained
1,560,Attrited
0,880,Retained
0,306,Retained
0,983,Retained
0,591,Retained
1,759,Attrited
0,965,Retained
0,238,Retained
0,295,Retained
0,379,Retained
1,546,Attrited
0,891,Retained
1,559,Attrited
0,502,Retained
0,376,Retained
1,538,Attrited
0,938,Retained
0,742,Retained
1,654,Attrited
0,958,Retained
0,517,Retained
0,791,Retained
0,280,Retained
0,303,Retained
0,505,Retained
0,537,Retained
0,951,Retained
0,813,Retained
0,383,Retained
0,848,Retained
0,745,Retained
0,563,Retained
0,940,Retained
0,239,Retained
0,371,Retained
0,334,Retained
0,392,Retained
0,329,Retained
0,393,Retained
0,271,Retained
1,292,Attrited
1,267,Attrited
0,968,Retained
0,323,Retained
0,710,Retained
0,536,Retained
0,845,Retained
0,997,Retained
0,348,Retained
0,933,Retained
1,499,Attrited
1,284,Attrited
0,867,Retained
0,258,Retained
0,227,Retained
0,542,Retained
1,808,Attrited
0,545,Retained
0,816,Retained
0,785,Retained
0,606,Retained
0,360,Retained
0,979,Retained
1,994,Attrited
0,334,Retained
0,304,Retained
0,574,Retained
0,597,Retained
0,720,Retained
0,233,Retained
0,973,Retained
0,357,Retained
1,559,Attrited
0,823,Retained
0,452,Retained
0,786,Retained
0,564,Retained
1,875,Attrited
0,445,Retained
0,712,Retained
0,935,Retained
0,299,Retained
0,689,Retained
0,527,Retained
0,868,Retained
0,761,Retained
1,732,Attrited
0,884,Retained
1,944,Attrited
1,572,Attrited
0,699,Retained
0,734,Retained
0,988,Retained
0,275,Retained
1,249,Attrited
1,387,Attrited
0,520,Retained
0,602,Retained
1,503,Attrited
0,822,Retained
0,807,Retained
0,814,Retained
0,577,Retained
1,659,Attrited
0,521,Retained
0,672,Retained
0,639,Retained
0,341,Retained
1,344,Attrited
0,489,Retained
0,246,Retained
0,475,Retained
0,403,Retained
0,368,Retained
0,697,Retained
0,706,Retained
0,307,Retained
0,369,Retained
0,796,Retained
0,985,Retained
0,974,Retained
1,987,Attrited
1,476,Attrited
0,434,Retained
0,540,Retained
0,767,Retained
0,933,Retained
0,698,Retained
0,326,Retained
0,500,Retained
0,602,Retained
0,441,Retained
0,351,Retained
1,806,Attrited
0,335,Retained
0,459,Retained
0,923,Retained
0,270,Retained
1,383,Attrited
0,443,Retained
0,612,Retained
1,593,Attrited
0,645,Retained
0,695,Retained
0,593,Retained
0,876,Retained
0,408,Retained
0,957,Retained
1,763,Attrited
1,240,Attrited
0,548,Retained
0,663,Retained
0,529,Retained
0,415,Retained
0,968,Retained
0,856,Retained
0,390,Retained
0,898,Retained
0,547,Retained
1,923,Attrited
0,244,Retained
0,322,Retained
0,853,Retained
1,472,Attrited
0,745,Retained
0,506,Retained
0,597,Retained
0,420,Retained
0,333,Retained
0,228,Retained
1,533,Attrited
1,637,Attrited
0,985,Retained
0,664,Retained
0,671,Retained
0,392,Retained
1,350,Attrited
1,958,Attrited
1,708,Attrited
0,345,Retained
0,791,Retained
0,998,Retained
0,333,Retained
1,327,Attrited
0,978,Retained
0,948,Retained
0,675,Retained
0,297,Retained
0,561,Retained
0,475,Retained
0,539,Retained
0,240,Retained
0,872,Retained
0,425,Retained
0,316,Retained
1,753,Attrited
0,262,Retained
0,292,Retained
1,441,Attrited
1,527,Attrited
0,859,Retained
0,812,Retained
0,623,Retained
0,273,Retained
0,229,Retained
0,244,Retained
0,922,Retained
0,502,Retained
0,458,Retained
1,243,Attrited
1,431,Attrited
0,633,Retained
0,456,Retained
0,710,Retained
0,731,Retained
0,562,Retained
1,297,Attrited
0,538,Retained
0,330,Retained
0,547,Retained
0,995,Retained
0,309,Retained
1,850,Attrited
1,358,Attrited
0,698,Retained
0,515,Retained
0,402,Retained
0,443,Retained
0,240,Retained
0,850,Retained
1,823,Attrited
0,946,Retained
0,628,Retained
0,654,Retained
0,416,Retained
0,507,Retained
0,313,Retained
0,701,Retained
0,467,Retained
0,704,Retained
1,991,Attrited
0,327,Retained
0,847,Retained
0,340,Retained
0,288,Retained
1,481,Attrited
0,381,Retained
0,759,Retained
0,439,Retained
0,798,Retained
0,980,Retained
0,368,Retained
1,816,Attrited
1,729,Attrited
0,743,Retained
0,536,Retained
0,512,Retained
0,825,Retained
0,396,Retained
0,950,Retained
0,751,Retained
0,266,Retained
0,237,Retained
0,956,Retained
0,733,Retained
1,416,Attrited
0,367,Retained
0,412,Retained
1,350,Attrited
0,629,Retained
0,761,Retained
0,862,Retained
0,747,Retained
0,988,Retained
0,852,Retained
0,233,Retained
0,853,Retained
1,709,Attrited
1,778,Attrited
0,922,Retained
0,658,Retained
0,429,Retained
0,929,Retained
0,858,Retained
0,880,Retained
1,835,Attrited
0,671,Retained
0,936,Retained
0,738,Retained
0,355,Retained
0,941,Retained
1,606,Attrited
0,816,Retained
1,309,Attrited
0,706,Retained
1,533,Attrited
0,607,Retained
0,665,Retained
0,583,Retained
1,844,Attrited
0,823,Retained
0,319,Retained
1,426,Attrited
0,476,Retained
0,456,Retained
1,383,Attrited
0,703,Retained
0,589,Retained
0,687,Retained
0,772,Retained
0,547,Retained
0,966,Retained
1,645,Attrited
0,657,Retained
0,796,Retained
0,687,Retained
0,832,Retained
0,994,Retained
0,471,Retained
1,777,Attrited
0,880,Retained
0,963,Retained
0,872,Retained
0,584,Retained
0,440,Retained
1,944,Attrited
0,371,Retained
0,884,Retained
0,836,Retained
0,659,Retained
1,1000,Attrited
0,809,Retained
0,729,Retained
1,742,Attrited
0,296,Retained
0,971,Retained
0,793,Retained
0,921,Retained
1,532,Attrited
0,786,Retained
0,799,Retained
0,933,Retained
0,272,Retained
0,252,Retained
0,786,Retained
0,876,Retained
1,222,Attrited
1,709,Attrited
0,556,Retained
0,290,Retained
1,720,Attrited
1,376,Attrited
0,960,Retained
0,446,Retained
0,870,Retained
0,870,Retained
0,948,Retained
0,818,Retained
0,372,Retained
0,986,Retained
0,380,Retained
0,223,Retained
0,998,Retained
1,401,Attrited
0,416,Retained
0,710,Retained
0,291,Retained
1,234,Attrited
1,788,Attrited
1,742,Attrited
1,225,Attrited
0,785,Retained
0,405,Retained
0,481,Retained
0,438,Retained
1,368,Attrited
0,696,Retained
0,385,Retained
1,332,Attrited
0,406,Retained
0,464,Retained
0,373,Retained
0,343,Retained
0,569,Retained
0,461,Retained
0,299,Retained
0,602,Retained
0,315,Retained
0,273,Retained
0,994,Retained
0,624,Retained
0,398,Retained
0,804,Retained
0,729,Retained
0,264,Retained
0,306,Retained
0,222,Retained
0,899,Retained
0,279,Retained
0,600,Retained
0,315,Retained
0,927,Retained
0,637,Retained
0,261,Retained
0,573,Retained
0,797,Retained
1,731,Attrited
0,802,Retained
0,305,Retained
0,590,Retained
0,668,Retained
0,777,Retained
0,221,Retained
0,450,Retained
0,629,Retained
0,239,Retained
0,539,Retained
0,879,Retained
0,248,Retained
0,729,Retained
0,401,Retained
0,330,Retained
0,624,Retained
1,219,Attrited
0,676,Retained
1,291,Attrited
0,278,Retained
0,781,Retained
0,427,Retained
0,774,Retained
0,508,Retained
0,458,Retained
0,671,Retained
0,747,Retained
0,393,Retained
0,503,Retained
0,382,Retained
0,863,Retained
0,540,Retained
1,857,Attrited
0,665,Retained
0,527,Retained
0,927,Retained
0,691,Retained
0,323,Retained
1,456,Attrited
0,781,Retained
0,905,Retained
0,303,Retained
1,965,Attrited
0,430,Retained
0,277,Retained
1,576,Attrited
1,642,Attrited
0,874,Retained
0,622,Retained
0,844,Retained
0,826,Retained
0,892,Retained
1,762,Attrited
1,969,Attrited
0,978,Retained
0,856,Retained
0,995,Retained
0,632,Retained
0,899,Retained
0,674,Retained
1,245,Attrited
0,518,Retained
0,808,Retained
1,660,Attrited
1,453,Attrited
0,694,Retained
0,296,Retained
0,985,Retained
1,797,Attrited
0,511,Retained
1,608,Attrited
0,985,Retained
0,596,Retained
0,356,Retained
0,264,Retained
0,981,Retained
0,740,Retained
1,707,Attrited
0,855,Retained
0,412,Retained
0,286,Retained
1,476,Attrited
0,445,Retained
1,359,Attrited
0,871,Retained
0,694,Retained
1,309,Attrited
0,638,Retained
0,774,Retained
0,421,Retained
0,760,Retained
0,778,Retained
1,510,Attrited
0,915,Retained
0,373,Retained
0,253,Retained
1,666,Attrited
0,626,Retained
0,754,Retained
0,966,Retained
1,399,Attrited
0,371,Retained
0,238,Retained
0,264,Retained
0,255,Retained
0,937,Retained
0,628,Retained
0,252,Retained
0,710,Retained
0,486,Retained
0,335,Retained
0,556,Retained
1,248,Attrited
0,967,Retained
1,352,Attrited
0,544,Retained
0,317,Retained
0,818,Retained
0,270,Retained
0,531,Retained
0,393,Retained
0,836,Retained
0,920,Retained
0,351,Retained
0,845,Retained
0,639,Retained
0,416,Retained
1,964,Attrited
0,243,Retained
0,837,Retained
0,693,Retained
0,504,Retained
0,808,Retained
1,653,Attrited
1,956,Attrited
1,787,Attrited
1,572,Attrited
1,228,Attrited
0,927,Retained
0,591,Retained
0,977,Retained
0,812,Retained
0,415,Retained
1,541,Attrited
0,250,Retained
0,915,Retained
1,422,Attrited
0,347,Retained
0,786,Retained
0,304,Retained
0,697,Retained
0,444,Retained
0,412,Retained
0,847,Retained
0,955,Retained
0,413,Retained
0,422,Retained
0,981,Retained
0,931,Retained
0,449,Retained
0,455,Retained
1,447,Attrited
0,564,Retained
0,393,Retained
1,461,Attrited
0,314,Retained
0,645,Retained
0,733,Retained
0,945,Retained
0,264,Retained
1,941,Attrited
0,725,Retained
0,524,Retained
0,320,Retained
1,803,Attrited
0,543,Retained
0,302,Retained
0,298,Retained
0,392,Retained
0,739,Retained
0,436,Retained
1,831,Attrited
0,589,Retained
0,545,Retained
0,253,Retained
0,816,Retained
0,558,Retained
0,711,Retained
0,348,Retained
0,710,Retained
0,845,Retained
0,716,Retained
0,736,Retained
0,416,Retained
0,949,Retained
0,895,Retained
0,997,Retained
0,797,Retained
0,594,Retained
0,748,Retained
0,760,Retained
0,489,Retained
0,611,Retained
1,674,Attrited
0,577,Retained
0,496,Retained
0,695,Retained
1,508,Attrited
0,388,Retained
0,322,Retained
0,511,Retained
1,562,Attrited
0,786,Retained
0,752,Retained
1,500,Attrited
1,336,Attrited
0,655,Retained
0,591,Retained
1,659,Attrited
0,629,Retained
0,450,Retained
0,482,Retained
1,733,Attrited
1,395,Attrited
0,315,Retained
0,782,Retained
1,879,Attrited
0,699,Retained
1,361,Attrited
1,601,Attrited
0,328,Retained
0,809,Retained
0,1000,Retained
0,728,Retained
0,298,Retained
0,597,Retained
0,412,Retained
0,547,Retained
0,810,Retained
0,966,Retained
1,286,Attrited
0,759,Retained
1,641,Attrited
0,513,Retained
0,441,Retained
1,303,Attrited
0,504,Retained
0,356,Retained
0,821,Retained
0,825,Retained
0,821,Retained
0,274,Retained
0,440,Retained
0,257,Retained
0,415,Retained
0,841,Retained
0,741,Retained
0,318,Retained
0,872,Retained
0,884,Retained
0,458,Retained
0,511,Retained
0,510,Retained
1,924,Attrited
0,597,Retained
0,257,Retained
0,814,Retained
0,513,Retained
0,908,Retained
0,803,Retained
0,618,Retained
0,945,Retained
0,315,Retained
1,917,Attrited
0,806,Retained
0,486,Retained
0,224,Retained
0,467,Retained
0,753,Retained
0,768,Retained
0,271,Retained
0,852,Retained
0,531,Retained
0,418,Retained
1,832,Attrited
0,660,Retained
0,765,Retained
0,599,Retained
0,839,Retained
0,508,Retained
0,524,Retained
0,942,Retained
0,343,Retained
0,815,Retained
1,747,Attrited
0,864,Retained
0,839,Retained
0,666,Retained
0,430,Retained
0,302,Retained
0,885,Retained
0,378,Retained
0,357,Retained
0,528,Retained
0,877,Retained
0,403,Retained
0,788,Retained
1,867,Attrited
0,568,Retained
0,408,Retained
0,632,Retained
0,806,Retained
0,752,Retained
0,871,Retained
0,303,Retained
0,272,Retained
0,905,Retained
0,753,Retained
0,758,Retained
1,767,Attrited
0,696,Retained
0,983,Retained
1,669,Attrited
0,241,Retained
1,431,Attrited
1,927,Attrited
0,397,Retained
0,333,Retained
0,875,Retained
1,401,Attrited
0,981,Retained
1,381,Attrited
0,408,Retained
0,883,Retained
1,267,Attrited
0,678,Retained
0,653,Retained
0,252,Retained
0,348,Retained
0,870,Retained
1,485,Attrited
0,554,Retained
0,586,Retained
0,555,Retained
0,360,Retained
1,692,Attrited
0,487,Retained
0,943,Retained
0,531,Retained
0,795,Retained
0,658,Retained
0,443,Retained
0,935,Retained
0,612,Retained
0,237,Retained
0,699,Retained
0,503,Retained
0,224,Retained
0,757,Retained
0,831,Retained
0,616,Retained
0,345,Retained
0,363,Retained
0,836,Retained
1,986,Attrited
1,768,Attrited
0,374,Retained
1,752,Attrited
0,718,Retained
0,928,Retained
0,981,Retained
0,332,Retained
0,768,Retained
0,944,Retained
0,978,Retained
1,877,Attrited
0,934,Retained
0,431,Retained
1,320,Attrited
0,565,Retained
0,926,Retained
0,262,Retained
0,528,Retained
1,291,Attrited
1,545,Attrited
0,256,Retained
0,716,Retained
0,568,Retained
0,784,Retained
0,926,Retained
0,902,Retained
0,351,Retained
1,652,Attrited
0,619,Retained
0,390,Retained
0,606,Retained
0,338,Retained
0,559,Retained
0,264,Retained
0,292,Retained
0,777,Retained
1,597,Attrited
0,758,Retained
0,364,Retained
0,654,Retained
0,839,Retained
0,557,Retained
0,350,Retained
0,607,Retained
1,576,Attrited
0,618,Retained
0,932,Retained
0,430,Retained
1,689,Attrited
0,655,Retained
0,851,Retained
0,890,Retained
0,568,Retained
0,279,Retained
1,608,Attrited
0,796,Retained
0,283,Retained
1,364,Attrited
0,343,Retained
0,849,Retained
0,893,Retained
0,520,Retained
0,612,Retained
0,352,Retained
0,902,Retained
0,228,Retained
0,336,Retained
0,501,Retained
0,595,Retained
1,424,Attrited
0,450,Retained
0,631,Retained
0,853,Retained
0,491,Retained
0,557,Retained
0,582,Retained
0,677,Retained
0,504,Retained
0,416,Retained
0,379,Retained
0,245,Retained
1,566,Attrited
0,551,Retained
1,401,Attrited
0,804,Retained
0,523,Retained
1,600,Attrited
0,503,Retained
1,230,Attrited
0,846,Retained
1,982,Attrited
0,540,Retained
0,925,Retained
0,459,Retained
1,580,Attrited
0,259,Retained
0,277,Retained
0,647,Retained
0,977,Retained
0,399,Retained
0,433,Retained
0,486,Retained
0,600,Retained
0,784,Retained
0,360,Retained
0,471,Retained
0,607,Retained
0,993,Retained
0,625,Retained
1,899,Attrited
0,868,Retained
0,647,Retained
0,993,Retained
0,411,Retained
0,862,Retained
0,322,Retained
1,796,Attrited
0,419,Retained
0,646,Retained
0,783,Retained
1,945,Attrited
1,389,Attrited
0,423,Retained
0,270,Retained
0,671,Retained
1,222,Attrited
0,591,Retained
0,892,Retained
0,228,Retained
0,987,Retained
0,979,Retained
0,748,Retained
1,653,Attrited
0,387,Retained
0,932,Retained
1,287,Attrited
0,825,Retained
1,570,Attrited
0,291,Retained
0,947,Retained
0,904,Retained
0,396,Retained
0,913,Retained
0,474,Retained
0,650,Retained
0,312,Retained
0,475,Retained
0,768,Retained
0,251,Retained
0,547,Retained
0,398,Retained
0,384,Retained
0,352,Retained
0,319,Retained
0,992,Retained
0,290,Retained
1,269,Attrited
0,243,Retained
0,345,Retained
0,723,Retained
0,623,Retained
0,473,Retained
0,756,Retained
0,523,Retained
0,501,Retained
0,530,Retained
0,458,Retained
0,364,Retained
1,955,Attrited
0,642,Retained
1,873,Attrited
0,788,Retained
0,821,Retained
0,298,Retained
0,563,Retained
0,624,Retained
1,773,Attrited
0,607,Retained
0,751,Retained
1,337,Attrited
0,382,Retained
0,695,Retained
1,783,Attrited
1,343,Attrited
0,583,Retained
0,577,Retained
0,525,Retained
0,470,Retained
0,226,Retained
0,717,Retained
0,604,Retained
0,367,Retained
0,940,Retained
0,887,Retained
0,753,Retained
0,550,Retained
0,462,Retained
1,922,Attrited
1,705,Attrited
1,804,Attrited
0,241,Retained
1,598,Attrited
0,219,Retained
1,339,Attrited
0,761,Retained
0,514,Retained
0,462,Retained
0,593,Retained
1,876,Attrited
1,949,Attrited
0,881,Retained
0,357,Retained
0,420,Retained
0,460,Retained
1,618,Attrited
1,620,Attrited
0,926,Retained
0,612,Retained
0,970,Retained
0,964,Retained
1,778,Attrited
0,792,Retained
0,945,Retained
0,343,Retained
0,891,Retained
0,931,Retained
0,240,Retained
1,271,Attrited
0,408,Retained
0,524,Retained
0,517,Retained
0,912,Retained
0,742,Retained
0,887,Retained
0,699,Retained
0,529,Retained
0,707,Retained
0,263,Retained
0,567,Retained
0,515,Retained
0,425,Retained
0,408,Retained
0,628,Retained
1,412,Attrited
0,458,Retained
1,698,Attrited
0,316,Retained
0,948,Retained
0,790,Retained
0,843,Retained
0,377,Retained
0,533,Retained
0,500,Retained
0,407,Retained
0,642,Retained
0,329,Retained
1,897,Attrited
0,219,Retained
1,525,Attrited
0,306,Retained
0,986,Retained
0,463,Retained
0,606,Retained
0,433,Retained
0,811,Retained
0,820,Retained
0,842,Retained
1,670,Attrited
1,646,Attrited
0,799,Retained
0,667,Retained
0,910,Retained
0,595,Retained
0,393,Retained
0,870,Retained
0,785,Retained
0,655,Retained
0,925,Retained
1,618,Attrited
1,579,Attrited
0,790,Retained
1,271,Attrited
0,311,Retained
0,879,Retained
0,221,Retained
0,546,Retained
0,243,Retained
0,514,Retained
0,324,Retained
1,786,Attrited
0,855,Retained
0,822,Retained
0,493,Retained
0,746,Retained
0,933,Retained
1,751,Attrited
0,379,Retained
0,709,Retained
0,574,Retained
0,491,Retained
0,391,Retained
0,238,Retained
0,716,Retained
0,484,Retained
0,367,Retained
0,511,Retained
0,408,Retained
0,361,Retained
0,458,Retained
0,921,Retained
0,862,Retained
0,368,Retained
0,716,Retained
0,809,Retained
0,446,Retained
0,234,Retained
0,652,Retained
0,930,Retained
0,351,Retained
0,503,Retained
1,756,Attrited
0,624,Retained
0,745,Retained
0,614,Retained
0,746,Retained
0,323,Retained
0,511,Retained
0,953,Retained
0,475,Retained
0,650,Retained
0,303,Retained
0,618,Retained
0,567,Retained
1,451,Attrited
0,798,Retained
0,625,Retained
1,539,Attrited
0,243,Retained
0,677,Retained
0,890,Retained
1,658,Attrited
0,905,Retained
0,530,Retained
0,735,Retained
0,709,Retained
0,274,Retained
0,571,Retained
0,599,Retained
0,932,Retained
0,471,Retained
0,915,Retained
0,258,Retained
0,606,Retained
0,684,Retained
0,486,Retained
0,704,Retained
0,860,Retained
0,747,Retained
0,912,Retained
1,380,Attrited
0,614,Retained
1,517,Attrited
1,630,Attrited
0,880,Retained
0,289,Retained
0,773,Retained
0,672,Retained
0,849,Retained
1,841,Attrited
0,936,Retained
1,695,Attrited
1,564,Attrited
0,431,Retained
0,840,Retained
0,800,Retained
0,918,Retained
0,842,Retained
0,681,Retained
1,635,Attrited
0,364,Retained
0,565,Retained
1,546,Attrited
0,935,Retained
0,965,Retained
0,560,Retained
0,320,Retained
0,722,Retained
1,827,Attrited
0,266,Retained
0,312,Retained
1,613,Attrited
1,901,Attrited
0,558,Retained
1,1000,Attrited
0,401,Retained
0,545,Retained
0,430,Retained
0,313,Retained
0,498,Retained
1,890,Attrited
0,310,Retained
0,285,Retained
0,402,Retained
0,718,Retained
0,375,Retained
0,959,Retained
0,431,Retained
0,726,Retained
0,650,Retained
0,912,Retained
0,574,Retained
1,809,Attrited
0,614,Retained
1,502,Attrited
0,462,Retained
0,761,Retained
0,726,Retained
0,726,Retained
0,403,Retained
0,338,Retained
0,453,Retained
0,292,Retained
0,870,Retained
0,592,Retained
1,611,Attrited
0,434,Retained
0,390,Retained
1,567,Attrited
0,967,Retained
0,325,Retained
0,353,Retained
0,697,Retained
0,571,Retained
0,453,Retained
1,883,Attrited
0,230,Retained
0,612,Retained
0,492,Retained
0,622,Retained
0,729,Retained
0,545,Retained
0,910,Retained
1,975,Attrited
1,253,Attrited
0,705,Retained
0,585,Retained
0,878,Retained
0,454,Retained
0,881,Retained
0,285,Retained
0,674,Retained
0,452,Retained
1,943,Attrited
0,410,Retained
0,847,Retained
0,468,Retained
0,931,Retained
0,555,Retained
0,757,Retained
0,976,Retained
0,954,Retained
0,239,Retained
1,302,Attrited
0,609,Retained
0,749,Retained
0,471,Retained
0,839,Retained
0,274,Retained
1,469,Attrited
0,787,Retained
0,713,Retained
0,366,Retained
0,665,Retained
0,501,Retained
1,240,Attrited
1,808,Attrited
0,706,Retained
1,937,Attrited
0,783,Retained
0,317,Retained
0,377,Retained
1,875,Attrited
0,634,Retained
0,341,Retained
0,281,Retained
0,946,Retained
0,887,Retained
0,227,Retained
0,575,Retained
0,917,Retained
0,896,Retained
0,412,Retained
0,516,Retained
0,872,Retained
0,555,Retained
1,723,Attrited
0,306,Retained
0,271,Retained
0,563,Retained
1,751,Attrited
0,421,Retained
1,787,Attrited
1,482,Attrited
0,361,Retained
0,661,Retained
0,281,Retained
1,468,Attrited
0,954,Retained
0,560,Retained
0,392,Retained
0,643,Retained
0,491,Retained
0,572,Retained
0,538,Retained
0,570,Retained
0,889,Retained
0,306,Retained
0,311,Retained
0,912,Retained
0,579,Retained
1,683,Attrited
0,576,Retained
1,299,Attrited
0,534,Retained
0,289,Retained
1,743,Attrited
0,243,Retained
1,591,Attrited
0,386,Retained
0,661,Retained
0,559,Retained
0,402,Retained
0,625,Retained
0,828,Retained
0,933,Retained
0,742,Retained
0,261,Retained
0,366,Retained
1,708,Attrited
0,461,Retained
0,617,Retained
1,443,Attrited
0,231,Retained
0,321,Retained
0,560,Retained
0,833,Retained
0,813,Retained
0,443,Retained
1,751,Attrited
0,539,Retained
0,318,Retained
0,594,Retained
0,277,Retained
1,503,Attrited
0,588,Retained
0,563,Retained
0,445,Retained
0,310,Retained
0,370,Retained
0,364,Retained
1,882,Attrited
0,921,Retained
0,827,Retained
1,810,Attrited
0,788,Retained
0,747,Retained
0,826,Retained
1,344,Attrited
0,270,Retained
0,986,Retained
0,870,Retained
0,824,Retained
0,764,Retained
0,419,Retained
0,901,Retained
0,904,Retained
0,968,Retained
1,443,Attrited
0,574,Retained
0,590,Retained
0,528,Retained
0,485,Retained
0,401,Retained
0,725,Retained
0,932,Retained
0,796,Retained
0,257,Retained
0,915,Retained
0,990,Retained
0,689,Retained
1,805,Attrited
0,371,Retained
0,827,Retained
0,615,Retained
0,635,Retained
0,880,Retained
0,794,Retained
0,810,Retained
0,354,Retained
1,669,Attrited
0,230,Retained
0,336,Retained
0,771,Retained
1,381,Attrited
0,760,Retained
1,977,Attrited
0,464,Retained
0,513,Retained
0,611,Retained
0,555,Retained
0,346,Retained
0,447,Retained
0,887,Retained
0,535,Retained
0,908,Retained
0,757,Retained
0,231,Retained
0,313,Retained
1,264,Attrited
0,449,Retained
0,862,Retained
1,354,Attrited
0,355,Retained
0,295,Retained
1,790,Attrited
1,591,Attrited
0,828,Retained
0,764,Retained
0,875,Retained
0,772,Retained
0,567,Retained
0,415,Retained
0,393,Retained
0,791,Retained
1,369,Attrited
0,560,Retained
0,715,Retained
0,311,Retained
0,300,Retained
0,771,Retained
1,564,Attrited
1,339,Attrited
0,911,Retained
